Number,Name,lat,lon
20324,STRAWBERRY VALLEY 1 1,39.9052,-121.3452
20325,STRAWBERRY VALLEY 1 2,39.9052,-121.3452
20326,STRAWBERRY VALLEY 1 3,39.9052,-121.3452
20327,STRAWBERRY VALLEY 1 4,39.9052,-121.3452
20328,STRAWBERRY VALLEY 1 5,39.9052,-121.3452
20329,STRAWBERRY VALLEY 1 6,39.9052,-121.3452
20330,STRAWBERRY VALLEY 2 1,39.8259,-121.4097
20331,YUBA CITY 5 1,39.0529,-121.6961
20332,YUBA CITY 5 2,39.0529,-121.6961
20333,YUBA CITY 5 3,39.0529,-121.6961
20334,YUBA CITY 5 4,39.0529,-121.6961
20335,POLLOCK PINES 3 1,38.8288,-120.5371
20336,POLLOCK PINES 3 2,38.8288,-120.5371
20337,POLLOCK PINES 3 3,38.8288,-120.5371
20338,POLLOCK PINES 3 4,38.8288,-120.5371
20339,ROSEVILLE 7 1,38.7928,-121.3811
20340,ROSEVILLE 7 2,38.7928,-121.3811
20341,ROSEVILLE 7 3,38.7928,-121.3811
20342,ROSEVILLE 7 4,38.7928,-121.3811
20343,AUBURN 9 1,38.8899,-121.0985
20344,AUBURN 9 2,38.8899,-121.0985
20345,AUBURN 9 3,38.8899,-121.0985
20346,AUBURN 9 4,38.8899,-121.0985
20347,POLLOCK PINES 4 1,38.8643,-120.4443
20348,ANDERSON 2 1,40.4283,-122.2792
20349,ANDERSON 2 2,40.4283,-122.2792
20350,ANDERSON 2 3,40.4283,-122.2792
20351,REDDING 7 1,40.7973,-122.7626
20352,REDDING 7 2,40.7973,-122.7626
20353,BIG BEND 1 1,40.9864,-121.8494
20354,BIG BEND 1 2,40.9864,-121.8494
20355,ELK GROVE 7 1,38.4457,-121.4624
20356,ELK GROVE 7 2,38.4457,-121.4624
20357,STRAWBERRY VALLEY 3 1,39.9106,-121.3277
20358,WENDEL 1,40.3683,-120.2648
20359,WENDEL 2,40.3683,-120.2648
20360,WENDEL 3,40.3683,-120.2648
20361,RIO VISTA 2 1,38.12,-121.85
20362,RIO VISTA 2 2,38.12,-121.85
20363,RIO VISTA 2 3,38.12,-121.85
20364,RIO VISTA 2 4,38.12,-121.85
20365,MONTGOMERY CREEK 2 1,40.8475,-121.9908
20366,MONTGOMERY CREEK 2 2,40.8475,-121.9908
20367,MONTGOMERY CREEK 2 3,40.8475,-121.9908
20368,MONTGOMERY CREEK 2 4,40.8475,-121.9908
20369,MONTGOMERY CREEK 2 5,40.8475,-121.9908
20370,MONTGOMERY CREEK 2 6,40.8475,-121.9908
20371,MONTGOMERY CREEK 2 7,40.8475,-121.9908
20372,BROWNS VALLEY 1,39.239,-121.2704
20373,BROWNS VALLEY 2,39.239,-121.2704
20374,MEADOW VALLEY 1 1,40.086,-121.1494
20375,MEADOW VALLEY 1 2,40.086,-121.1494
20376,MEADOW VALLEY 1 3,40.086,-121.1494
20377,MEADOW VALLEY 1 4,40.086,-121.1494
20378,MEADOW VALLEY 1 5,40.086,-121.1494
20379,STRAWBERRY VALLEY 4 1,39.7229,-121.4698
20380,STRAWBERRY VALLEY 4 2,39.7229,-121.4698
20381,STRAWBERRY VALLEY 4 3,39.7229,-121.4698
20382,FORBESTOWN 1 1,39.5538,-121.2041
20383,FORBESTOWN 1 2,39.5538,-121.2041
20384,FORBESTOWN 1 3,39.5538,-121.2041
20385,MEADOW VALLEY 2 1,40.0855,-121.1482
20386,MEADOW VALLEY 2 2,40.0855,-121.1482
20387,REDDING 8 1,40.7175,-122.4223
20388,REDDING 8 2,40.7175,-122.4223
20389,REDDING 8 3,40.7175,-122.4223
20390,REDDING 8 4,40.7175,-122.4223
20391,REDDING 8 5,40.7175,-122.4223
20392,REDDING 8 6,40.7175,-122.4223
20393,REDDING 8 7,40.7175,-122.4223
20394,REDDING 8 8,40.7175,-122.4223
20395,REDDING 8 9,40.7175,-122.4223
20396,FOLSOM 3 1,38.7068,-121.1584
20397,FOLSOM 3 2,38.7068,-121.1584
20398,FOLSOM 3 3,38.7068,-121.1584
20399,FOLSOM 3 4,38.7068,-121.1584
20400,WOODLAND 5 1,38.6905,-121.7371
20401,WOODLAND 5 2,38.6905,-121.7371
20402,WOODLAND 5 3,38.6905,-121.7371
20403,WOODLAND 5 4,38.6905,-121.7371
20404,WOODLAND 5 5,38.6905,-121.7371
20405,POLLOCK PINES 5 1,38.8965,-120.3783
20406,POLLOCK PINES 5 2,38.8965,-120.3783
20407,POLLOCK PINES 5 3,38.8965,-120.3783
20408,POLLOCK PINES 5 4,38.8965,-120.3783
20409,POLLOCK PINES 5 5,38.8965,-120.3783
20410,ALTA 1 1,39.2574,-120.767
20411,ALTA 1 2,39.2574,-120.767
20412,ALTA 1 3,39.2574,-120.767
20413,ALTA 1 4,39.2574,-120.767
20414,ALTA 1 5,39.2574,-120.767
20415,HORNBROOK 1,41.9757,-122.3581
20416,HORNBROOK 2,41.9757,-122.3581
20417,HORNBROOK 3,41.9757,-122.3581
20418,FORESTHILL 2 1,39.0248,-120.5964
20419,FORESTHILL 2 2,39.0248,-120.5964
20420,FORESTHILL 2 3,39.0248,-120.5964
20421,FORESTHILL 2 4,39.0248,-120.5964
20422,FORESTHILL 2 5,39.0248,-120.5964
20423,YUBA CITY 6 1,39.0531,-121.6959
20424,YUBA CITY 6 2,39.0531,-121.6959
20425,YUBA CITY 6 3,39.0531,-121.6959
20426,YUBA CITY 6 4,39.0531,-121.6959
20427,YUBA CITY 6 5,39.0531,-121.6959
20428,YUBA CITY 6 6,39.0531,-121.6959
20429,YUBA CITY 6 7,39.0531,-121.6959
20430,YUBA CITY 6 8,39.0531,-121.6959
20431,YUBA CITY 6 9,39.0531,-121.6959
20432,SAMOA 1,40.8054,-124.1949
20433,SAMOA 2,40.8054,-124.1949
20434,DUTCH FLAT 1,39.2184,-120.8352
20435,DUTCH FLAT 2,39.2184,-120.8352
20436,OROVILLE 5 1,39.543,-121.4922
20437,OROVILLE 5 2,39.543,-121.4922
20438,OROVILLE 5 3,39.543,-121.4922
20439,OROVILLE 5 4,39.543,-121.4922
20440,OROVILLE 5 5,39.543,-121.4922
20441,OROVILLE 5 6,39.543,-121.4922
20442,OROVILLE 5 7,39.543,-121.4922
20443,OROVILLE 5 8,39.543,-121.4922
20444,OROVILLE 5 9,39.543,-121.4922
20445,OROVILLE 5 10,39.543,-121.4922
20446,MIDDLETOWN 2 1,38.7492,-122.7117
20447,MIDDLETOWN 2 2,38.7492,-122.7117
20448,MIDDLETOWN 2 3,38.7492,-122.7117
20449,MIDDLETOWN 2 4,38.7492,-122.7117
20450,MIDDLETOWN 3 1,38.7881,-122.7219
20451,MIDDLETOWN 3 2,38.7881,-122.7219
20452,YUBA CITY 7 1,39.1365,-121.6397
20453,YUBA CITY 7 2,39.1365,-121.6397
20454,FORESTHILL 3 1,39.001,-120.7251
20455,YUBA CITY 8 1,39.1093,-121.6093
20456,YUBA CITY 8 2,39.1093,-121.6093
20457,YUBA CITY 8 3,39.1093,-121.6093
20458,YUBA CITY 8 4,39.1093,-121.6093
20459,YUBA CITY 9 1,39.1392,-121.6387
20460,YUBA CITY 9 2,39.1392,-121.6387
20461,YUBA CITY 9 3,39.1392,-121.6387
20462,REDDING 9 1,40.6119,-122.4464
20463,MIDDLETOWN 4 1,38.7879,-122.7434
20464,MIDDLETOWN 4 2,38.7879,-122.7434
20465,HERALD 1,38.3385,-121.124
20466,HERALD 2,38.3385,-121.124
20467,HERALD 3,38.3385,-121.124
20468,HERALD 4,38.3385,-121.124
20469,HERALD 5,38.3385,-121.124
20470,HERALD 6,38.3385,-121.124
20471,YUBA CITY 10 1,39.1367,-121.6398
20472,MEADOW VALLEY 3 1,40.1757,-121.1907
20473,MIDDLETOWN 5 1,38.7903,-122.7559
20474,MIDDLETOWN 5 2,38.7903,-122.7559
20475,BURNEY 3 1,40.8797,-121.7203
20476,REDDING 10 1,40.6281,-122.4675
20477,REDDING 10 2,40.6281,-122.4675
20478,REDDING 10 3,40.6281,-122.4675
20479,REDDING 10 4,40.6281,-122.4675
20480,REDDING 11 1,40.6469,-122.627
20481,REDDING 11 2,40.6469,-122.627
20482,REDDING 11 3,40.6469,-122.627
20483,REDDING 11 4,40.6469,-122.627
20484,MIDDLETOWN 6 1,38.777,-122.745
20485,MIDDLETOWN 6 2,38.777,-122.745
20486,MIDDLETOWN 6 3,38.777,-122.745
20487,MIDDLETOWN 6 4,38.777,-122.745
20488,MIDDLETOWN 6 5,38.777,-122.745
20489,MIDDLETOWN 6 6,38.777,-122.745
20490,MIDDLETOWN 6 7,38.777,-122.745
20491,MIDDLETOWN 6 8,38.777,-122.745
20492,MIDDLETOWN 6 9,38.777,-122.745
20493,MIDDLETOWN 6 10,38.777,-122.745
20494,MONTGOMERY CREEK 3 1,40.9226,-121.9929
20495,MONTGOMERY CREEK 3 2,40.9226,-121.9929
20496,QUINCY 3 1,39.9412,-120.9092
20497,REDDING 12 1,40.5073,-122.4233
20498,REDDING 12 2,40.5073,-122.4233
20499,REDDING 12 3,40.5073,-122.4233
20500,REDDING 12 4,40.5073,-122.4233
20501,REDDING 12 5,40.5073,-122.4233
20502,REDDING 12 6,40.5073,-122.4233
20503,REDDING 12 7,40.5073,-122.4233
20504,COLFAX 3 1,39.1779,-120.8909
20505,COLFAX 3 2,39.1779,-120.8909
20506,COLFAX 3 3,39.1779,-120.8909
20507,COLFAX 3 4,39.1779,-120.8909
20508,SACRAMENTO 36 1,38.5309,-121.4001
20509,SACRAMENTO 36 2,38.5309,-121.4001
20510,SACRAMENTO 36 3,38.5309,-121.4001
20511,SACRAMENTO 36 4,38.5309,-121.4001
20512,SACRAMENTO 36 5,38.5309,-121.4001
20513,SACRAMENTO 36 6,38.5309,-121.4001
20514,LINCOLN 3 1,38.9032,-121.3097
20515,LINCOLN 3 2,38.9032,-121.3097
20516,LINCOLN 3 3,38.9032,-121.3097
20517,LINCOLN 3 4,38.9032,-121.3097
20518,LINCOLN 3 5,38.9032,-121.3097
20519,OROVILLE 6 1,39.5149,-121.6301
20520,FORBESTOWN 2 1,39.551,-121.2788
20521,FORBESTOWN 2 2,39.551,-121.2788
20522,FORBESTOWN 2 3,39.551,-121.2788
20523,SACRAMENTO 37 1,38.511,-121.4735
20524,SACRAMENTO 37 2,38.511,-121.4735
20525,BURNEY 4 1,40.9908,-121.4982
20526,BURNEY 4 2,40.9908,-121.4982
20527,BURNEY 4 3,40.9908,-121.4982
20528,RED BLUFF 3 1,40.1519,-122.2014
20529,RED BLUFF 3 2,40.1519,-122.2014
20530,EUREKA 3 1,40.7415,-124.2103
20531,EUREKA 3 2,40.7415,-124.2103
20532,EUREKA 3 3,40.7415,-124.2103
20533,EUREKA 3 4,40.7415,-124.2103
20534,ALTA 2 1,39.2569,-120.7674
20535,BIG BEND 2 1,40.9862,-121.9776
20536,BIG BEND 2 2,40.9862,-121.9776
20537,BIG BEND 2 3,40.9862,-121.9776
20538,BIG BEND 2 4,40.9862,-121.9776
20539,POLLOCK PINES 6 1,38.8341,-120.5318
20540,POLLOCK PINES 6 2,38.8341,-120.5318
20541,POLLOCK PINES 6 3,38.8341,-120.5318
20542,DOBBINS 1,39.3308,-121.1917
20543,DOBBINS 2,39.3308,-121.1917
20544,DOBBINS 3,39.3308,-121.1917
20545,DOBBINS 4,39.3308,-121.1917
21000,GUERNEVILLE 1,38.5535,-123.0034
21001,GUERNEVILLE 2,38.5535,-123.0034
21002,HEALDSBURG 1,38.6934,-122.8906
21003,HEALDSBURG 2,38.6934,-122.8906
21004,SEBASTOPOL 1 1,38.4176,-122.8702
21005,SEBASTOPOL 1 2,38.4176,-122.8702
21006,SEBASTOPOL 2 1,38.4122,-122.8229
21007,SEBASTOPOL 2 2,38.4122,-122.8229
21008,WINDSOR 1 1,38.5002,-122.8145
21009,WINDSOR 1 2,38.5002,-122.8145
21010,WINDSOR 1 3,38.5002,-122.8145
21011,WINDSOR 2 1,38.5379,-122.7599
21012,WINDSOR 2 2,38.5379,-122.7599
21013,SANTA ROSA 1 1,38.5442,-122.8444
21014,SANTA ROSA 2 1,38.4465,-122.7844
21015,SANTA ROSA 2 2,38.4465,-122.7844
21016,PETALUMA 1 1,38.1578,-122.6899
21017,PETALUMA 1 2,38.1578,-122.6899
21018,PETALUMA 2 1,38.2311,-122.7481
21019,PETALUMA 2 2,38.2311,-122.7481
21020,PETALUMA 2 3,38.2311,-122.7481
21021,PETALUMA 2 4,38.2311,-122.7481
21022,SANTA ROSA 3 1,38.4866,-122.6663
21023,SANTA ROSA 3 2,38.4866,-122.6663
21024,SANTA ROSA 3 3,38.4866,-122.6663
21025,SANTA ROSA 3 4,38.4866,-122.6663
21026,SANTA ROSA 4 1,38.4234,-122.8115
21027,SANTA ROSA 4 2,38.4234,-122.8115
21028,SANTA ROSA 4 3,38.4234,-122.8115
21029,SANTA ROSA 4 4,38.4234,-122.8115
21030,SANTA ROSA 5 1,38.405,-122.6461
21031,SANTA ROSA 6 1,38.4325,-122.782
21032,ROHNERT PARK 1 1,38.3053,-122.6904
21033,ROHNERT PARK 1 2,38.3053,-122.6904
21034,ROHNERT PARK 2 1,38.2513,-122.7869
21035,SANTA ROSA 7 1,38.486,-122.5978
21036,SANTA ROSA 7 2,38.486,-122.5978
21037,SANTA ROSA 7 3,38.486,-122.5978
21038,SANTA ROSA 7 4,38.486,-122.5978
21039,SANTA ROSA 7 5,38.486,-122.5978
21040,SANTA ROSA 8 1,38.4599,-122.7476
21041,SANTA ROSA 9 1,38.4553,-122.6172
21042,SANTA ROSA 9 2,38.4553,-122.6172
21043,NOVATO 1 1,38.1225,-122.6589
21044,FAIRFAX 1,37.8646,-122.59
21045,CALISTOGA 1,38.6502,-122.6884
21046,CALISTOGA 2,38.6502,-122.6884
21047,SANTA ROSA 10 1,38.4833,-122.5231
21048,SANTA ROSA 10 2,38.4833,-122.5231
21049,SANTA ROSA 11 1,38.5647,-122.5663
21050,SAN ANSELMO 1,38.0033,-122.502
21051,MILL VALLEY 1 1,37.9206,-122.5592
21052,MILL VALLEY 2 1,37.8044,-122.4805
21053,MILL VALLEY 2 2,37.8044,-122.4805
21054,MILL VALLEY 2 3,37.8044,-122.4805
21055,GREENBRAE 1,37.8825,-122.6186
21056,PETALUMA 3 1,38.2822,-122.6156
21057,PETALUMA 3 2,38.2822,-122.6156
21058,PETALUMA 4 1,38.1733,-122.6104
21059,PETALUMA 4 2,38.1733,-122.6104
21060,PETALUMA 4 3,38.1733,-122.6104
21061,SAN RAFAEL 1 1,38.12,-122.5808
21062,SAN RAFAEL 2 1,38.0002,-122.5664
21063,SAUSALITO 1,37.8399,-122.478
21064,SAUSALITO 2,37.8399,-122.478
21065,NOVATO 2 1,38.0754,-122.4843
21066,NOVATO 2 2,38.0754,-122.4843
21067,NOVATO 3 1,38.0612,-122.5896
21068,NOVATO 3 2,38.0612,-122.5896
21069,CORTE MADERA 1,37.9087,-122.5811
21070,SAN RAFAEL 3 1,38.0173,-122.4962
21071,SAN RAFAEL 4 1,37.9802,-122.5883
21072,SAN FRANCISCO 1 1,37.8532,-122.4366
21073,SAN FRANCISCO 2 1,37.6898,-122.4977
21074,GLEN ELLEN 1,38.3427,-122.4004
21075,SAN FRANCISCO 3 1,37.7356,-122.5079
21076,SAN FRANCISCO 3 2,37.7356,-122.5079
21077,SAN FRANCISCO 4 1,37.8008,-122.4159
21078,SAN FRANCISCO 4 2,37.8008,-122.4159
21079,SAN FRANCISCO 5 1,37.6954,-122.4991
21080,SAN FRANCISCO 5 2,37.6954,-122.4991
21081,SAN FRANCISCO 6 1,37.8485,-122.5588
21082,SAN FRANCISCO 6 2,37.8485,-122.5588
21083,SAN FRANCISCO 7 1,37.7873,-122.5065
21084,SAN FRANCISCO 7 2,37.7873,-122.5065
21085,SAN FRANCISCO 7 3,37.7873,-122.5065
21086,SAN FRANCISCO 8 1,37.7096,-122.4424
21087,DALY CITY 1 1,37.7199,-122.4213
21088,DALY CITY 2 1,37.6082,-122.4102
21089,PACIFICA 1 1,37.6987,-122.4495
21090,PACIFICA 1 2,37.6987,-122.4495
21091,PACIFICA 1 3,37.6987,-122.4495
21092,PACIFICA 1 4,37.6987,-122.4495
21093,PACIFICA 2 1,37.5646,-122.516
21094,SONOMA 1 1,38.2561,-122.5054
21095,SONOMA 2 1,38.1977,-122.3978
21096,BELVEDERE TIBURON 1,37.962,-122.3707
21097,SAN FRANCISCO 9 1,37.7408,-122.418
21098,SAN FRANCISCO 10 1,37.7077,-122.4291
21099,SAN FRANCISCO 11 1,37.6691,-122.4278
21100,SAN FRANCISCO 12 1,37.7665,-122.5071
21101,SAN FRANCISCO 12 2,37.7665,-122.5071
21102,SAN FRANCISCO 12 3,37.7665,-122.5071
21103,SAN FRANCISCO 12 4,37.7665,-122.5071
21104,SAN FRANCISCO 12 5,37.7665,-122.5071
21105,SAN FRANCISCO 13 1,37.8096,-122.4046
21106,DALY CITY 3 1,37.7849,-122.4067
21107,DALY CITY 4 1,37.6662,-122.4789
21108,DALY CITY 4 2,37.6662,-122.4789
21109,SAN FRANCISCO 14 1,37.7925,-122.4457
21110,SAN FRANCISCO 14 2,37.7925,-122.4457
21111,SAN FRANCISCO 14 3,37.7925,-122.4457
21112,SAN FRANCISCO 14 4,37.7925,-122.4457
21113,SAN FRANCISCO 15 1,37.7395,-122.3766
21114,SAN FRANCISCO 16 1,37.6783,-122.449
21115,SAN FRANCISCO 17 1,37.831,-122.5386
21116,SAN FRANCISCO 18 1,37.8917,-122.4548
21117,SAN FRANCISCO 18 2,37.8917,-122.4548
21118,SAN FRANCISCO 18 3,37.8917,-122.4548
21119,SAN FRANCISCO 19 1,37.877,-122.4466
21120,SAN FRANCISCO 20 1,37.8201,-122.3716
21121,SAN FRANCISCO 20 2,37.8201,-122.3716
21122,SAN FRANCISCO 20 3,37.8201,-122.3716
21123,SAN FRANCISCO 20 4,37.8201,-122.3716
21124,SAN FRANCISCO 21 1,37.8121,-122.3685
21125,SAN FRANCISCO 21 2,37.8121,-122.3685
21126,SAN BRUNO 1 1,37.6979,-122.3913
21127,SAN BRUNO 2 1,37.6591,-122.3747
21128,SAN BRUNO 2 2,37.6591,-122.3747
21129,SAN FRANCISCO 22 1,37.8726,-122.31
21130,SAN FRANCISCO 23 1,37.7171,-122.361
21131,SAN FRANCISCO 23 2,37.7171,-122.361
21132,SOUTH SAN FRANCISCO 1 1,37.5661,-122.422
21133,SOUTH SAN FRANCISCO 1 2,37.5661,-122.422
21134,SOUTH SAN FRANCISCO 1 3,37.5661,-122.422
21135,SOUTH SAN FRANCISCO 1 4,37.5661,-122.422
21136,SOUTH SAN FRANCISCO 2 1,37.6081,-122.4983
21137,SOUTH SAN FRANCISCO 2 2,37.6081,-122.4983
21138,SAINT HELENA 1,38.5819,-122.339
21139,SAINT HELENA 2,38.5819,-122.339
21140,SAN FRANCISCO 24 1,37.7853,-122.3175
21141,SAN FRANCISCO 25 1,37.6679,-122.4956
21142,SAN FRANCISCO 25 2,37.6679,-122.4956
21143,SAN FRANCISCO 26 1,37.7072,-122.395
21144,HALF MOON BAY 1,37.5305,-122.4209
21145,SAN FRANCISCO 27 1,37.8768,-122.5063
21146,MILLBRAE 1,37.6224,-122.4188
21147,SAN FRANCISCO 28 1,37.753,-122.2431
21148,SAN FRANCISCO 29 1,37.7824,-122.3839
21149,RICHMOND 1 1,37.9307,-122.4045
21150,RICHMOND 1 2,37.9307,-122.4045
21151,RICHMOND 1 3,37.9307,-122.4045
21152,RICHMOND 2 1,37.8688,-122.3011
21153,RICHMOND 2 2,37.8688,-122.3011
21154,BURLINGAME 1 1,37.5991,-122.4606
21155,BURLINGAME 1 2,37.5991,-122.4606
21156,BURLINGAME 2 1,37.6337,-122.3789
21157,BURLINGAME 2 2,37.6337,-122.3789
21158,SAN MATEO 1 1,37.4816,-122.4221
21159,SAN MATEO 1 2,37.4816,-122.4221
21160,RICHMOND 3 1,37.8753,-122.2631
21161,RICHMOND 3 2,37.8753,-122.2631
21162,RICHMOND 3 3,37.8753,-122.2631
21163,RICHMOND 3 4,37.8753,-122.2631
21164,RICHMOND 3 5,37.8753,-122.2631
21165,RICHMOND 4 1,37.8828,-122.3102
21166,SAN PABLO 1 1,38.0316,-122.4994
21167,SAN PABLO 1 2,38.0316,-122.4994
21168,SAN PABLO 2 1,38.0283,-122.2525
21169,SAN PABLO 2 2,38.0283,-122.2525
21170,SAN PABLO 2 3,38.0283,-122.2525
21171,RICHMOND 5 1,38.0273,-122.2791
21172,RICHMOND 5 2,38.0273,-122.2791
21173,RICHMOND 5 3,38.0273,-122.2791
21174,RICHMOND 5 4,38.0273,-122.2791
21175,RICHMOND 5 5,38.0273,-122.2791
21176,SAN MATEO 2 1,37.6415,-122.3865
21177,NAPA 1 1,38.2609,-122.37
21178,NAPA 2 1,38.1933,-122.2712
21179,SAN MATEO 3 1,37.5829,-122.1448
21180,SAN MATEO 4 1,37.5506,-122.2328
21181,OAKLAND 1 1,37.7418,-122.377
21182,OAKLAND 1 2,37.7418,-122.377
21183,BELMONT 1,37.54,-122.2957
21184,BELMONT 2,37.54,-122.2957
21185,EL CERRITO 1,37.9356,-122.3037
21186,EL CERRITO 2,37.9356,-122.3037
21187,REDWOOD CITY 1 1,37.4127,-122.219
21188,REDWOOD CITY 2 1,37.4168,-122.2068
21189,ALBANY 4 1,37.9305,-122.2181
21190,EMERYVILLE 1,37.8575,-122.2467
21191,BERKELEY 1 1,37.9578,-122.3478
21192,EL SOBRANTE 1 1,38.0016,-122.1902
21193,PINOLE 1,37.9755,-122.2803
21194,PINOLE 2,37.9755,-122.2803
21195,BERKELEY 2 1,37.9852,-122.3317
21196,ALAMEDA 1 1,37.7312,-122.2069
21197,ALAMEDA 2 1,37.72,-122.1953
21198,BERKELEY 3 1,37.9047,-122.2634
21199,SAN CARLOS 1 1,37.5298,-122.2091
21200,SAN CARLOS 1 2,37.5298,-122.2091
21201,SAN CARLOS 2 1,37.4286,-122.3092
21202,SAN CARLOS 2 2,37.4286,-122.3092
21203,SAN MATEO 5 1,37.5426,-122.3172
21204,SAN MATEO 5 2,37.5426,-122.3172
21205,AMERICAN CANYON 1,38.2484,-122.2788
21206,OAKLAND 2 1,37.9341,-122.2542
21207,OAKLAND 2 2,37.9341,-122.2542
21208,HERCULES 1,38.0198,-122.1801
21209,HERCULES 2,38.0198,-122.1801
21210,BERKELEY 4 1,37.8098,-122.166
21211,VALLEJO 1 1,38.1063,-122.1767
21212,VALLEJO 2 1,38.1207,-122.2044
21213,VALLEJO 2 2,38.1207,-122.2044
21214,REDWOOD CITY 3 1,37.4904,-122.2646
21215,ALAMEDA 3 1,37.663,-122.1612
21216,ALAMEDA 3 2,37.663,-122.1612
21217,OAKLAND 3 1,37.8867,-122.25
21218,OAKLAND 4 1,37.7954,-122.2323
21219,OAKLAND 5 1,37.7329,-122.1427
21220,OAKLAND 6 1,37.717,-122.2341
21221,NAPA 3 1,38.3965,-122.2808
21222,NAPA 3 2,38.3965,-122.2808
21223,NAPA 4 1,38.3932,-122.1566
21224,BERKELEY 5 1,37.9036,-122.2773
21225,OAKLAND 7 1,37.8367,-122.2007
21226,OAKLAND 7 2,37.8367,-122.2007
21227,OAKLAND 7 3,37.8367,-122.2007
21228,REDWOOD CITY 4 1,37.5549,-122.1257
21229,REDWOOD CITY 4 2,37.5549,-122.1257
21230,REDWOOD CITY 4 3,37.5549,-122.1257
21231,REDWOOD CITY 4 4,37.5549,-122.1257
21232,REDWOOD CITY 5 1,37.5399,-122.2239
21233,REDWOOD CITY 5 2,37.5399,-122.2239
21234,REDWOOD CITY 5 3,37.5399,-122.2239
21235,VALLEJO 3 1,38.1076,-122.2667
21236,VALLEJO 3 2,38.1076,-122.2667
21237,VALLEJO 4 1,38.1089,-122.2827
21238,OAKLAND 8 1,37.7901,-122.2818
21239,OAKLAND 9 1,37.7355,-122.2262
21240,OAKLAND 10 1,37.7863,-122.3046
21241,OAKLAND 10 2,37.7863,-122.3046
21242,OAKLAND 10 3,37.7863,-122.3046
21243,OAKLAND 10 4,37.7863,-122.3046
21244,OAKLAND 11 1,37.7318,-122.1078
21245,OAKLAND 12 1,37.8128,-122.1187
21246,OAKLAND 12 2,37.8128,-122.1187
21247,OAKLAND 13 1,37.8315,-122.2109
21248,OAKLAND 13 2,37.8315,-122.2109
21249,OAKLAND 14 1,37.8579,-122.1318
21250,OAKLAND 14 2,37.8579,-122.1318
21251,OAKLAND 14 3,37.8579,-122.1318
21252,VALLEJO 5 1,38.1827,-122.1505
21253,VALLEJO 6 1,38.2092,-122.1788
21254,VALLEJO 6 2,38.2092,-122.1788
21255,REDWOOD CITY 6 1,37.5908,-122.1406
21256,REDWOOD CITY 6 2,37.5908,-122.1406
21257,REDWOOD CITY 7 1,37.5157,-122.1852
21258,REDWOOD CITY 7 2,37.5157,-122.1852
21259,ORINDA 1,37.8711,-122.2424
21260,OAKLAND 15 1,37.7408,-122.081
21261,OAKLAND 16 1,37.6974,-122.2035
21262,OAKLAND 16 2,37.6974,-122.2035
21263,MENLO PARK 1 1,37.41,-122.093
21264,MENLO PARK 2 1,37.5458,-122.2717
21265,STANFORD 1 1,37.3226,-122.1757
21266,STANFORD 1 2,37.3226,-122.1757
21267,SAN LEANDRO 1 1,37.7133,-122.1755
21268,SAN LEANDRO 1 2,37.7133,-122.1755
21269,SAN LEANDRO 2 1,37.6983,-122.2098
21270,SAN LEANDRO 3 1,37.7188,-122.2219
21271,OAKLAND 17 1,37.8448,-122.1324
21272,PALO ALTO 1 1,37.3536,-122.2047
21273,PALO ALTO 1 2,37.3536,-122.2047
21274,BOULDER CREEK 1,37.1513,-122.1118
21275,LOS ALTOS 1 1,37.329,-122.1127
21276,LOS ALTOS 1 2,37.329,-122.1127
21277,MARTINEZ 1 1,38.0655,-122.0655
21278,MARTINEZ 1 2,38.0655,-122.0655
21279,MARTINEZ 2 1,37.9634,-122.0736
21280,MARTINEZ 2 2,37.9634,-122.0736
21281,BENICIA 1 1,38.0706,-122.2188
21282,BENICIA 1 2,38.0706,-122.2188
21283,BENICIA 2 1,38.0003,-122.128
21284,FAIRFIELD 1 1,38.3445,-122.0399
21285,FAIRFIELD 1 2,38.3445,-122.0399
21286,FAIRFIELD 2 1,38.2467,-122.1643
21287,SAN LORENZO 1 1,37.7728,-122.1086
21288,SAN LORENZO 2 1,37.6284,-122.0508
21289,OAKLAND 18 1,37.8605,-122.2097
21290,OAKLAND 18 2,37.8605,-122.2097
21291,OAKLAND 18 3,37.8605,-122.2097
21292,PALO ALTO 2 1,37.369,-122.1295
21293,HAYWARD 1 1,37.6521,-122.1031
21294,HAYWARD 2 1,37.5143,-122.2063
21295,HAYWARD 2 2,37.5143,-122.2063
21296,SAN LEANDRO 4 1,37.7789,-122.1176
21297,SAN LEANDRO 5 1,37.7417,-122.124
21298,SANTA CRUZ 1 1,37.0109,-122.132
21299,SANTA CRUZ 1 2,37.0109,-122.132
21300,SANTA CRUZ 1 3,37.0109,-122.132
21301,SANTA CRUZ 1 4,37.0109,-122.132
21302,SANTA CRUZ 2 1,37.0447,-122.1729
21303,SANTA CRUZ 2 2,37.0447,-122.1729
21304,PALO ALTO 3 1,37.4838,-122.1476
21305,PALO ALTO 4 1,37.4902,-122.0679
21306,PALO ALTO 4 2,37.4902,-122.0679
21307,MORAGA 1,37.7767,-122.1416
21308,LAFAYETTE 1 1,37.847,-122.0649
21309,FREMONT 1 1,37.4542,-122.0524
21310,FREMONT 1 2,37.4542,-122.0524
21311,FREMONT 1 3,37.4542,-122.0524
21312,FREMONT 2 1,37.5197,-122.0964
21313,FREMONT 2 2,37.5197,-122.0964
21314,LOS ALTOS 2 1,37.2923,-122.0186
21315,MOUNTAIN VIEW 1 1,37.3674,-122.1098
